# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
      PGC128341 |   348.239014 |   -58.127666 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3030.000000 |    45.000000 |     0.042000
      PGC128343 |   355.917572 |   -59.059059 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3241.000000 |    10.000000 |     0.040000
      PGC128348 |   353.300964 |   -60.572250 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4445.000000 |    45.000000 |     0.041000
      PGC128366 |   350.230194 |   -61.016861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4397.000000 |    45.000000 |     0.052000
      PGC128506 |    19.273750 |   -55.959057 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4857.000000 |    64.000000 |     0.073000
      PGC128614 |    39.866669 |   -55.984970 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1230.000000 |    45.000000 |     0.087000
      PGC128826 |    64.070778 |   -54.894585 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   989.000000 |   123.000000 |     0.031000
      PGC128845 |   316.855255 |   -53.765362 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3616.000000 |    45.000000 |     0.125000
      PGC128909 |   312.919861 |   -57.217861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3291.000000 |    31.000000 |     0.177000
      PGC128984 |   327.876007 |   -52.637585 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2833.000000 |    45.000000 |     0.047000
      PGC129035 |   333.520416 |   -57.026417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4813.000000 |    45.000000 |     0.052000
      PGC129144 |   354.495697 |   -54.387989 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4110.000000 |    45.000000 |     0.039000
      PGC129313 |    24.773666 |   -48.956890 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3699.000000 |    10.000000 |     0.087000
      PGC129591 |    67.491623 |   -49.611332 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4413.000000 |    68.000000 |     0.031000
      PGC129680 |   317.020538 |   -47.328152 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   860.000000 |    45.000000 |     0.094000
      PGC129785 |   326.233307 |   -49.017418 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1546.000000 |    45.000000 |     0.073000
      PGC129791 |   325.847717 |   -49.251999 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4525.000000 |    45.000000 |     0.072000
      PGC129888 |   327.717987 |   -50.816948 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4887.000000 |    89.000000 |     0.057000
      PGC129922 |   334.712341 |   -47.758999 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1817.000000 |    45.000000 |     0.031000
      PGC129923 |   334.639740 |   -48.255199 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2815.000000 |    45.000000 |     0.043000
      PGC129961 |   345.608337 |   -50.062866 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3674.000000 |    55.000000 |     0.021000
      PGC129965 |   343.690460 |   -49.800529 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3751.000000 |    49.000000 |     0.027000
      PGC130004 |     0.660375 |   -43.369167 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4669.000000 |    45.000000 |     0.029000
      PGC130045 |    10.842255 |   -45.162693 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3758.000000 |    45.000000 |     0.022000
      PGC130068 |    14.436750 |   -42.738388 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3960.000000 |    11.000000 |     0.032000
      PGC130148 |    31.585251 |   -43.033833 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4138.000000 |    45.000000 |     0.040000
      PGC130288 |    53.397251 |   -42.675110 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4349.000000 |    45.000000 |     0.035000
      PGC130381 |    67.119873 |   -43.241222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4497.000000 |    31.000000 |     0.074000
      PGC130612 |   315.753876 |   -47.222778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4949.000000 |    30.000000 |     0.091000
      PGC130620 |   324.973877 |   -42.611401 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2516.000000 |    45.000000 |     0.052000
      PGC130692 |   328.484344 |   -43.308388 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2529.000000 |    45.000000 |     0.036000
      PGC130726 |   332.354095 |   -47.103558 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1792.000000 |    14.000000 |     0.042000
      PGC130747 |   339.161682 |   -43.033741 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2737.000000 |    45.000000 |     0.037000
      PGC130826 |   353.379089 |   -42.577915 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3163.000000 |    45.000000 |     0.038000
      PGC130840 |   347.835114 |   -43.423058 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1558.000000 |    55.000000 |     0.025000
      PGC130903 |     2.786333 |   -38.987610 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3195.000000 |    43.000000 |     0.041000
      PGC131044 |    28.053383 |   -37.544014 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1385.000000 |    45.000000 |     0.052000
      PGC131052 |    23.829500 |   -37.299610 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4999.000000 |    45.000000 |     0.051000
      PGC131056 |    28.623680 |   -39.994965 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1272.000000 |    45.000000 |     0.046000
      PGC131126 |    39.272606 |   -39.499870 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4853.000000 |    45.000000 |     0.044000
      PGC131163 |    44.132416 |   -39.570415 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4649.000000 |    39.000000 |     0.051000
      PGC131167 |    47.707169 |   -41.799110 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1386.000000 |    45.000000 |     0.039000
      PGC131280 |    64.858665 |   -37.582054 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4319.000000 |    45.000000 |     0.049000
      PGC131380 |    70.107468 |   -41.696232 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4883.000000 |    45.000000 |     0.049000
      PGC131397 |    76.557877 |   -38.054333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |   855.000000 |    45.000000 |     0.054000
      PGC131570 |   320.824493 |   -41.235916 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4974.000000 |    45.000000 |     0.103000
      PGC131579 |   328.792755 |   -37.684727 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4585.000000 |    45.000000 |     0.057000
      PGC131581 |   328.222137 |   -37.653057 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4465.000000 |    12.000000 |     0.055000
      PGC131595 |   328.988495 |   -39.770988 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2249.000000 |    45.000000 |     0.049000
      PGC131653 |   329.335602 |   -39.678139 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4452.000000 |    45.000000 |     0.043000
      PGC131687 |   339.342346 |   -39.507645 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.051000
      PGC131704 |   337.379211 |   -41.261864 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1987.000000 |    55.000000 |     0.039000
      PGC131705 |   336.067230 |   -41.353287 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3179.000000 |    45.000000 |     0.031000
      PGC131728 |   343.958160 |   -39.506611 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2081.000000 |    45.000000 |     0.035000
      PGC131842 |     3.534667 |   -35.613361 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3287.000000 |    45.000000 |     0.037000
      PGC131867 |     7.284958 |   -34.225750 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4218.000000 |    45.000000 |     0.032000
      PGC131925 |    10.870375 |   -36.461334 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.053000
      PGC131940 |    21.035957 |   -35.283638 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3665.000000 |    45.000000 |     0.059000
      PGC131962 |    22.524958 |   -32.857498 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4947.000000 |    89.000000 |     0.072000
      PGC132058 |    36.445415 |   -33.874306 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4647.000000 |    89.000000 |     0.052000
      PGC132085 |    41.522259 |   -33.083607 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  5030.000000 |     9.000000 |     0.062000
      PGC132095 |    43.579666 |   -34.214748 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4587.000000 |    89.000000 |     0.053000
      PGC132098 |    43.289036 |   -34.516273 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.053000
      PGC132100 |    43.262791 |   -34.739388 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4592.000000 |    45.000000 |     0.059000
      PGC132125 |    48.777748 |   -33.730305 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4556.000000 |     7.000000 |     0.059000
      PGC132126 |    47.281353 |   -33.680061 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.043000
      PGC132131 |    50.232540 |   -35.595669 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4139.000000 |   150.000000 |     0.056000
      PGC132138 |    45.731773 |   -35.510662 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4451.000000 |   150.000000 |     0.086000
      PGC132188 |    63.243999 |   -34.488140 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3274.000000 |    45.000000 |     0.029000
      PGC132201 |    60.220467 |   -35.238682 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4524.000000 |     9.000000 |     0.017000
      PGC132225 |    58.944832 |   -36.263248 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1906.000000 |    64.000000 |     0.017000
      PGC132228 |    69.048080 |   -32.627419 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1127.000000 |    45.000000 |     0.059000
      PGC132262 |    74.364372 |   -32.936779 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4842.000000 |    45.000000 |     0.049000
      PGC132391 |   319.396454 |   -36.559750 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2680.000000 |    45.000000 |     0.159000
